,cell_index,n.p.mean,n.t1.mean,n.t2.mean,n.a1.mean,n.chi.mean,f.p.mean,f.t1.mean,f.t2.mean,f.a1.mean,f.a2.mean,f.chi.mean,rr.mean,n.tm.mean,f.tm.mean,n.p.sd,n.t1.sd,n.t2.sd,n.a1.sd,n.chi.sd,f.p.sd,f.t1.sd,f.t2.sd,f.a1.sd,f.a2.sd,f.chi.sd,rr.sd,n.tm.sd,f.tm.sd,npix,celltype,NADH,FAD,Group,Donor,Experiment_Date,Activation,Cell_Type
121,230,188.0512821,407.4376296,2340.396952,75.36885499,1.022960444,14.28205128,728.3199966,4473.494937,69.94260658,26.04292902,1.227881262,0.914007347,880.5530562,1422.072261,125.4275326,117.9498931,340.4421664,4.163263188,0.111580568,9.484585528,477.6407075,6226.459425,32.40711188,25.72507784,0.281538549,0.050871714,154.0342984,897.2177106,351,cyto,NK_act_4n-011,NK_act_4f-012,Activated,D,220303,CD69+,NK-Cells
122,255,166.625,412.0692995,2458.374929,71.23079764,1.033545561,14.18867925,809.5714825,6042.104443,73.23534936,21.07280704,1.345145361,0.913695466,991.1045471,1692.033182,70.37164724,153.5907183,397.1005439,5.039204388,0.126955149,6.74508939,499.7062144,11387.64248,30.60580274,21.7937753,0.390908958,0.042325365,161.0675304,2105.793195,424,cyto,NK_act_4n-011,NK_act_4f-012,Activated,D,220303,CD69+,NK-Cells
156,8,336.5038168,417.1154542,2329.793626,74.45900344,1.000757046,15.51908397,733.1877887,6102.133546,73.42577922,24.66356951,1.371424122,0.949962502,904.3517262,1596.194423,240.4005876,71.77909411,293.9342352,4.341652131,0.11200086,14.88209145,509.7841092,10440.93366,27.59675228,24.58806333,0.44160832,0.03465526,127.8324944,1684.36921,262,cyto,NK_act_5n-014,NK_act_5f-015,Activated,D,220303,CD69+,NK-Cells
157,15,236.1052632,420.3414211,2510.799605,66.77649693,1.006475412,12.07894737,676.2821687,5531.587684,63.80060298,24.8443697,1.771267772,0.939271346,1102.196802,1579.63459,168.37625,124.5944568,348.3656795,6.805006656,0.091670559,8.120941263,477.1907505,10371.91189,39.11517121,30.77241327,1.780575429,0.040921504,151.5863075,1662.695333,228,cyto,NK_act_5n-014,NK_act_5f-015,Activated,D,220303,CD69+,NK-Cells
158,23,374.2687225,386.3718106,2371.258899,75.31860617,1.026214106,13.65198238,740.2136089,4804.996636,71.63938578,23.04492947,1.36162604,0.958507999,873.2804604,1504.125725,262.2353078,50.19576588,225.4238655,3.784346792,0.110644883,7.132595814,462.6606934,7480.3666,30.94158621,25.40519497,0.430146978,0.018333709,92.76961695,1934.381853,227,cyto,NK_act_5n-014,NK_act_5f-015,Activated,D,220303,CD69+,NK-Cells
159,31,247.1594203,412.8284396,2385.481111,69.53207343,1.02913043,21.82125604,563.9668389,2775.571203,70.43001343,27.13910029,1.198626807,0.916501194,1008.129091,1004.285777,115.6541492,191.926002,331.9427449,4.872862342,0.098333674,13.56938059,434.4769148,1791.763297,31.82665574,27.03417231,0.208909728,0.039496021,167.3300529,543.6857726,207,cyto,NK_act_5n-014,NK_act_5f-015,Activated,D,220303,CD69+,NK-Cells
160,39,250.3293051,418.1502175,2512.949033,67.36046888,1.010832568,13.9305136,759.9771403,6108.553514,72.33290807,24.14446536,1.374479296,0.946855666,1098.217106,1748.372679,134.3851893,144.3462996,317.8846116,5.098186632,0.104696717,12.22607767,505.545071,11312.50321,28.75930573,25.49005583,0.624053334,0.028012668,167.5679013,2277.071126,331,cyto,NK_act_5n-014,NK_act_5f-015,Activated,D,220303,CD69+,NK-Cells
161,46,188.751938,390.4932636,2228.278682,73.14807907,1.006891209,9.015503876,702.1322628,4217.548116,68.80091629,22.06980783,1.540251698,0.950039307,879.1002827,1359.758009,86.77377475,59.47437159,167.6372459,5.118946208,0.097033744,3.099860118,435.6030063,3217.883102,37.43869532,28.19148289,0.766412603,0.020091493,108.4913711,786.4116576,129,cyto,NK_act_5n-014,NK_act_5f-015,Activated,D,220303,CD69+,NK-Cells
162,54,240.0966387,384.7767815,2236.836303,79.19043697,1.031007231,15.45378151,693.7910613,4516.006924,66.31491382,24.18920693,1.434921807,0.936407787,770.1966296,1559.064537,118.2789519,54.58367912,259.6159792,2.906876286,0.114972857,12.04264427,470.9380218,5585.868833,37.24370085,27.41683549,0.542590653,0.044186825,106.2320977,1639.766575,238,cyto,NK_act_5n-014,NK_act_5f-015,Activated,D,220303,CD69+,NK-Cells
163,62,322.8322148,383.5039329,2271.739664,78.38575369,1.041980339,13.44966443,692.8464739,5695.020403,72.38634829,24.50256864,1.292360315,0.954845142,787.7960163,1479.54856,166.0361164,58.97779145,211.9306785,3.581058373,0.098541356,6.39279502,428.6992411,10790.13373,29.85237323,23.23552898,0.328350675,0.022147589,81.65194944,1429.644043,298,cyto,NK_act_5n-014,NK_act_5f-015,Activated,D,220303,CD69+,NK-Cells
164,70,239.2494432,396.882784,2349.781537,72.74844232,1.026519321,15.20712695,661.0123541,4727.945548,68.3424334,26.42061463,1.328537428,0.93670691,929.7515531,1405.478553,139.8642682,86.46838839,284.8963547,5.463399731,0.104461469,10.19319376,484.704175,9335.233191,34.40208253,28.49634256,0.39594134,0.030710575,151.8053316,1959.168351,449,cyto,NK_act_5n-014,NK_act_5f-015,Activated,D,220303,CD69+,NK-Cells
165,77,205.9622642,354.918,2271.48434,75.95481006,1.006628264,11.67295597,720.7765553,5112.955761,67.95055264,27.46308061,1.393416616,0.941374876,814.9375827,1475.688944,75.91399921,79.85652472,235.7970963,3.191435907,0.113714507,4.22244883,439.6347504,8497.265187,34.52071244,29.21755433,0.257551313,0.026367696,113.7570856,1398.900886,159,cyto,NK_act_5n-014,NK_act_5f-015,Activated,D,220303,CD69+,NK-Cells
166,85,216.5674603,457.7464405,2576.827897,67.95538968,1.059878056,13.6468254,686.9929194,5456.082845,71.31873786,25.28883474,1.367344992,0.939107764,1128.470403,1460.120131,117.0459074,121.9528432,291.6548088,6.479713615,0.126215707,10.74321197,426.5507949,9687.692433,31.33402725,25.23089977,0.306742541,0.03654952,171.3785202,1088.230167,252,cyto,NK_act_5n-014,NK_act_5f-015,Activated,D,220303,CD69+,NK-Cells
169,108,354.9044944,370.8067865,2224.672163,74.53926685,1.029795272,23.25280899,655.0936185,5114.183494,68.74724005,24.81224801,1.306107626,0.931433771,839.7425919,1478.256376,232.3049523,65.19435413,203.3908587,3.102648989,0.10989537,26.12533427,568.8202187,8207.724622,34.22453028,27.4963643,0.462181228,0.058154137,88.27288829,1427.918929,356,cyto,NK_act_5n-014,NK_act_5f-015,Activated,D,220303,CD69+,NK-Cells
170,116,285.3189655,383.6380517,2331.854957,71.44508233,1.047257776,22.62931034,741.1695524,4028.761828,70.27986224,25.06908455,1.292472091,0.924103174,939.069903,1376.424211,102.1615391,53.70005428,169.6807091,2.58836294,0.115822048,15.03734467,429.3337946,5891.764778,32.60620593,24.49347191,0.617060609,0.043095068,84.56940664,814.4882571,232,cyto,NK_act_5n-014,NK_act_5f-015,Activated,D,220303,CD69+,NK-Cells
172,131,274.6107143,389.5529964,2410.018893,76.72963143,1.034234314,17.70714286,657.5893299,4810.442735,69.5871063,23.0267885,1.381727011,0.933432638,853.1764296,1422.445368,175.959536,68.73529449,258.311244,4.468141504,0.09983335,15.88150405,472.6326487,8493.472498,35.07428596,25.53254091,0.738859859,0.047581167,89.91803069,1416.823045,280,cyto,NK_act_5n-014,NK_act_5f-015,Activated,D,220303,CD69+,NK-Cells
174,147,261.4545455,361.3271364,2380.825325,70.59010844,1.026463838,10.22077922,759.854389,6174.563345,67.77586316,25.65851112,1.464334779,0.960132539,952.3679677,1736.455915,123.3331792,83.9655853,275.6181484,4.868823226,0.110876196,4.829439612,506.9113536,9898.951096,36.59247493,25.77460028,0.68329057,0.01686411,164.1437468,1505.059998,154,cyto,NK_act_5n-014,NK_act_5f-015,Activated,D,220303,CD69+,NK-Cells
175,155,340.8012821,383.1927244,2394.444423,69.51730385,1.055819487,16.56410256,717.7420597,4566.265813,72.51560635,21.54406464,1.292600628,0.948411608,992.4669448,1353.380919,154.1717387,71.36637718,189.3404362,5.364161432,0.123446662,7.764772861,427.3472855,8442.992379,30.56584075,23.45249319,0.463808801,0.02553817,125.2796692,771.7754552,312,cyto,NK_act_5n-014,NK_act_5f-015,Activated,D,220303,CD69+,NK-Cells
176,162,222.7202073,372.4387642,2135.712383,79.11886684,0.997462246,9.196891192,741.8310461,5889.87706,65.07467094,29.31296874,1.435243207,0.948517375,735.4086521,1789.538817,125.0625795,76.04041499,273.8085841,4.173413953,0.104895607,3.378709609,605.3111756,10660.29902,36.11925934,29.29190458,0.441560655,0.03492449,97.05807825,2153.72217,386,cyto,NK_act_5n-014,NK_act_5f-015,Activated,D,220303,CD69+,NK-Cells
177,170,233.9463415,400.6244146,2400.938366,75.3847122,0.993140602,11.24146341,785.4139238,5718.967685,67.93413858,26.4191138,1.370682973,0.946186007,888.9709566,1877.83734,118.4866557,80.23857382,244.20799,4.321203693,0.11466503,5.263960394,488.0732076,10854.54093,34.61247561,26.58195793,0.353305439,0.033182976,105.9291402,2878.581851,410,cyto,NK_act_5n-014,NK_act_5f-015,Activated,D,220303,CD69+,NK-Cells
178,178,211.7239819,393.2228597,2221.674027,81.52897919,0.981556511,17.54298643,608.7022284,4200.775447,65.67192509,25.7731072,1.319220697,0.921126374,726.7360825,1258.405382,103.6553328,51.53838543,250.3141714,4.220933744,0.107103609,10.8771741,460.8767867,8207.007131,39.34075687,30.782518,0.363175662,0.039932583,85.43021606,1537.17786,221,cyto,NK_act_5n-014,NK_act_5f-015,Activated,D,220303,CD69+,NK-Cells
179,185,198.9342723,398.3509131,2325.123451,75.03796385,0.999311908,15.84976526,736.3138772,5139.903589,70.97458907,24.42007368,1.304783458,0.919423029,874.1261462,1526.921002,120.7322381,112.3576072,327.5700073,4.536008071,0.097910075,12.39586126,475.1191113,8727.551749,31.81751329,25.65989007,0.316993655,0.047123164,140.3827386,1519.517016,426,cyto,NK_act_5n-014,NK_act_5f-015,Activated,D,220303,CD69+,NK-Cells
180,193,189.1616766,399.9270898,2383.432635,75.99433024,1.016944054,14.41017964,767.8816363,4604.853635,69.73329046,24.59077533,1.289466722,0.926361669,870.0801024,1531.252404,67.49701961,100.725618,303.3540234,5.392109573,0.112393424,6.548687003,464.5456425,7933.266213,32.55579403,27.15513472,0.270172299,0.029347706,145.101568,1862.196205,334,cyto,NK_act_5n-014,NK_act_5f-015,Activated,D,220303,CD69+,NK-Cells
181,201,142.8055556,413.7916424,2381.104896,75.65599618,0.972711368,18.45486111,704.7479878,5470.777844,75.16713152,19.5444693,1.186062778,0.878652752,886.2271184,1345.617216,50.04127603,117.8055442,383.9256108,4.32929441,0.124130382,6.117152783,410.3042703,11301.488,28.66902332,23.82897717,0.251293763,0.040093389,140.5405519,1049.920963,288,cyto,NK_act_5n-014,NK_act_5f-015,Activated,D,220303,CD69+,NK-Cells
182,209,154.5304659,367.8701147,2489.271254,71.93408172,1.029510007,19.05376344,645.0386587,3959.669981,72.36591785,22.91313242,1.24615328,0.886658718,958.9894099,1246.436132,53.63001049,150.7363359,374.8824531,4.117213486,0.117758169,9.365517948,442.5531454,4194.485602,33.51005485,22.99651952,0.423509401,0.046809078,181.9561103,770.92583,279,cyto,NK_act_5n-014,NK_act_5f-015,Activated,D,220303,CD69+,NK-Cells
183,216,237.4566667,365.7215533,2155.3126,78.45860167,0.97775315,21.97,672.8565432,5432.183737,72.82466958,22.44075367,1.256037137,0.917468757,749.5947986,1472.064672,145.7272666,50.73323058,240.1039601,3.46115839,0.111876113,23.8014874,449.8855713,12113.40754,29.97058467,24.46461328,0.32294398,0.05204333,83.24598545,2063.625935,300,cyto,NK_act_5n-014,NK_act_5f-015,Activated,D,220303,CD69+,NK-Cells
184,224,148.2057613,457.4114979,2527.838765,68.48045391,1.02962107,24.0617284,588.5734896,4027.126346,76.25256523,19.40982864,1.191650008,0.864175465,1093.545579,1149.94689,43.89693564,265.6128867,575.201459,7.427988665,0.115391173,24.53586295,445.9023255,7342.62384,26.03399174,21.87477631,0.256840537,0.094600415,282.1008519,833.3835704,243,cyto,NK_act_5n-014,NK_act_5f-015,Activated,D,220303,CD69+,NK-Cells
185,232,215.52,383.5816892,2223.597385,75.54564492,0.982885855,14.17230769,727.6485174,4557.421422,72.29815627,23.79011934,1.304338394,0.929520011,829.4284581,1414.076585,128.3346936,92.92050144,315.101648,4.950854092,0.107416093,9.009657159,444.4192977,7459.104611,30.23190563,24.9881773,0.424615634,0.036081489,118.6545328,1107.868002,325,cyto,NK_act_5n-014,NK_act_5f-015,Activated,D,220303,CD69+,NK-Cells
186,240,196.7457045,389.9288316,2401.346323,73.9989811,1.012236849,19.10309278,714.8302513,4689.927512,75.58506082,22.87247615,1.193007151,0.905754198,908.1812928,1340.714158,112.978594,62.28835577,278.0681714,5.280458971,0.112936784,11.85121952,473.8764509,7264.162893,25.32943779,20.75334434,0.267419311,0.038353328,133.7221617,786.9791687,291,cyto,NK_act_5n-014,NK_act_5f-015,Activated,D,220303,CD69+,NK-Cells
187,247,202.8782895,537.4899539,2737.219342,64.11566349,1.015548796,11.52960526,766.3335817,6172.726918,68.38461776,24.7618753,1.39009323,0.937198551,1298.674218,1790.159075,82.69133222,281.0034584,655.8068218,8.672105715,0.113224399,5.056033729,555.9761579,11453.46043,32.65953929,29.05147107,0.70293886,0.037905385,244.4120186,2098.769829,304,cyto,NK_act_5n-014,NK_act_5f-015,Activated,D,220303,CD69+,NK-Cells
188,255,228.8538462,419.2102308,2467.970385,72.66906577,1.0157219,18.41538462,730.7579922,4131.381577,74.71647492,22.11225915,1.2692212,0.910323892,971.3039017,1380.949652,139.4024263,128.5569421,382.4024838,4.98508807,0.115618748,10.44218103,498.821144,4310.596891,27.22197884,21.83781229,0.294452557,0.066437869,143.6062261,1089.754124,260,cyto,NK_act_5n-014,NK_act_5f-015,Activated,D,220303,CD69+,NK-Cells
211,12,248.0928793,387.7077059,2296.775263,74.13234118,1.046509164,10.70588235,731.859789,6408.052686,64.65326183,30.7950912,1.473781613,0.952175429,877.6280303,1944.564862,103.2805263,118.4102602,268.0124499,4.178348319,0.121912108,6.743079918,551.2040927,12815.98552,34.66758695,31.15869347,0.618466986,0.036606956,138.5207851,2763.231037,323,cyto,NK_act_6n-017,NK_act_6f-018,Activated,D,220303,CD69+,NK-Cells
212,23,232.8846154,395.8797205,2379.696974,73.97452462,0.995941567,10.56153846,710.0993468,6164.236658,66.33399824,28.03849287,1.556224395,0.945382613,908.4647793,1823.229189,148.4713349,94.22543779,222.1807253,5.148090067,0.112510448,6.800125335,576.8927393,10100.79684,36.14521128,29.60543169,0.893023005,0.040671903,133.0066381,2396.498143,390,cyto,NK_act_6n-017,NK_act_6f-018,Activated,D,220303,CD69+,NK-Cells
213,35,318.7241379,375.3916793,2234.374586,76.10192793,1.040589524,11.05517241,743.8587652,6536.360589,64.2459461,27.39096166,1.467126897,0.960649002,822.1501997,1848.52238,205.493683,67.31105058,231.0630267,5.150754883,0.08961834,6.65073226,571.8525169,11827.5412,39.09134144,29.63921861,0.490319537,0.022974446,155.5212115,2181.160489,290,cyto,NK_act_6n-017,NK_act_6f-018,Activated,D,220303,CD69+,NK-Cells
214,46,314.0630915,366.5966719,2345.753407,72.79709085,1.018052984,18.94952681,820.3138382,5289.348514,76.34340735,21.1854123,1.276590256,0.942403345,903.217772,1533.31165,196.3773068,80.83796762,237.1268294,4.029128304,0.110997639,14.87555897,496.0537311,7995.705277,23.76101561,20.01548276,0.33819109,0.022870058,130.4020806,1048.874462,317,cyto,NK_act_6n-017,NK_act_6f-018,Activated,D,220303,CD69+,NK-Cells
215,58,182.2734807,390.0897845,2340.994448,71.46987928,0.969804467,9.132596685,708.1398489,5252.737754,65.17268506,26.11819612,1.565381831,0.950174678,943.993966,1603.58275,54.53982573,109.268472,347.3287355,4.615350924,0.104969095,4.01646037,525.649093,10418.97397,37.55692021,30.53825664,0.764613759,0.02219033,169.0668287,1634.539899,362,cyto,NK_act_6n-017,NK_act_6f-018,Activated,D,220303,CD69+,NK-Cells
216,70,204.7679325,412.4828101,2489.964979,69.86676203,1.001138759,10.1350211,668.6043426,4980.734956,60.13689197,26.95400505,1.537741,0.950650267,1033.97018,1464.618554,58.29521001,112.4779303,253.6640864,3.977809469,0.097006802,3.610060874,571.8168031,7391.624876,44.77316124,31.16892055,0.622032581,0.018123488,116.8461884,1428.614492,237,cyto,NK_act_6n-017,NK_act_6f-018,Activated,D,220303,CD69+,NK-Cells
217,81,298.0036496,404.6793285,2464.354562,68.3575219,1.01830485,12.59124088,841.2995825,5605.064055,71.95246259,25.17249052,1.367872551,0.943574571,1053.855831,1661.482845,160.3878198,64.28303358,157.3913683,3.056964192,0.112923444,7.332055911,513.6258857,8481.944846,29.16174984,23.34876052,0.464528346,0.048029399,94.96569617,1118.2029,274,cyto,NK_act_6n-017,NK_act_6f-018,Activated,D,220303,CD69+,NK-Cells
218,93,205.0710059,395.2407692,2338.387515,74.78134379,0.998916899,14.84023669,734.6895609,7180.04613,69.5589903,21.28907686,1.360042112,0.932172776,883.1213409,1746.008739,33.25829183,61.01467832,201.396835,3.483865909,0.09844248,5.518737773,474.4638479,14744.98603,33.3005456,27.67735359,0.385022064,0.024613384,83.15931484,2508.670786,169,cyto,NK_act_6n-017,NK_act_6f-018,Activated,D,220303,CD69+,NK-Cells
219,104,252.4833948,367.6758524,2394.311439,72.28894354,1.036030439,15.67896679,788.6814876,4740.64427,72.94564395,23.04593701,1.244884683,0.940313846,929.9684113,1526.608134,87.12769843,54.01245908,195.0012201,3.914249633,0.10967647,7.671754377,446.6543671,5448.708994,27.98479028,23.49827086,0.240861429,0.025324774,119.3718979,1134.925285,271,cyto,NK_act_6n-017,NK_act_6f-018,Activated,D,220303,CD69+,NK-Cells
220,116,350.6204819,399.0097892,2286.25988,73.54919518,1.022354295,22.74096386,818.0836991,4513.208066,78.47038902,20.1025406,1.203479765,0.935061581,898.5042835,1440.161518,249.0256539,58.44531592,148.4875512,3.977629328,0.137281208,16.41578351,439.0605097,4665.453428,20.89616126,18.77862826,0.245453203,0.025373594,118.9270576,834.6983536,166,cyto,NK_act_6n-017,NK_act_6f-018,Activated,D,220303,CD69+,NK-Cells
221,128,280.2678063,385.7036268,2329.880541,71.55348348,1.02199094,23.58404558,757.4007892,4466.327721,73.80070311,24.30930005,1.196399872,0.91839965,937.6778868,1425.713494,150.962709,91.65900602,222.7753277,4.849693213,0.112187651,14.50352377,473.9495496,7324.031289,25.04427947,22.68544165,0.231418812,0.041234825,143.7030182,1066.173911,351,cyto,NK_act_6n-017,NK_act_6f-018,Activated,D,220303,CD69+,NK-Cells
222,139,210.7078652,432.2177584,2367.000449,74.92528539,1.02543936,10.95505618,795.866091,4629.288303,69.07442152,25.41307445,1.38493536,0.946801217,910.8082905,1602.537796,58.44253583,101.2974425,269.0351312,4.258301272,0.10214278,3.717146443,498.7722833,3780.766322,33.96468735,27.15941621,0.476723396,0.024927986,106.2763364,938.2127828,178,cyto,NK_act_6n-017,NK_act_6f-018,Activated,D,220303,CD69+,NK-Cells
223,151,300.6070175,382.7379088,2422.792211,67.69412421,1.030088239,19.54736842,796.9343226,4460.456396,70.55753815,24.66685667,1.268256765,0.938605454,1039.188337,1517.640055,139.7574608,87.01959437,222.7743388,4.544858894,0.117403753,24.8383939,493.7977559,5230.592629,31.82377266,24.74331762,0.319686543,0.054802172,148.4179052,1040.246094,285,cyto,NK_act_6n-017,NK_act_6f-018,Activated,D,220303,CD69+,NK-Cells
224,162,335.7955182,383.4828039,2347.78409,75.61303305,1.042336798,20.87394958,654.751674,4675.372992,72.46278103,23.02512102,1.238058619,0.940813705,862.9024599,1294.806136,175.8325307,49.89615215,164.7810153,4.908777508,0.11328968,15.05507937,438.4205041,9023.600138,31.0206856,24.68500627,0.277140719,0.027856627,131.604738,1034.410892,357,cyto,NK_act_6n-017,NK_act_6f-018,Activated,D,220303,CD69+,NK-Cells
225,174,279.7737226,335.8620292,2279.887701,74.38024234,1.063893653,15.53649635,777.0626597,4542.702032,70.5879633,23.60861474,1.33052577,0.944871646,834.8232396,1534.454806,100.2918812,46.91568814,142.5330274,3.459959822,0.108896926,9.496121251,508.9905669,5599.004048,31.81154019,23.99844962,0.529723263,0.030124669,85.2393794,1364.635806,274,cyto,NK_act_6n-017,NK_act_6f-018,Activated,D,220303,CD69+,NK-Cells
226,185,403.0690789,401.0902566,2273.681743,74.73744408,1.024081595,22.91447368,843.5528288,4556.939257,75.64980549,22.55868612,1.181416168,0.947356601,874.2508692,1484.908015,164.2504281,46.38202717,193.0358917,3.567759462,0.106190349,12.758971,417.8082561,5713.152765,24.01248158,19.86304473,0.189499291,0.017310364,105.7234629,693.6344218,304,cyto,NK_act_6n-017,NK_act_6f-018,Activated,D,220303,CD69+,NK-Cells
227,197,270.8694444,385.8782806,2402.249028,75.32372778,1.01754345,21.51111111,790.7095273,5124.269644,74.66027369,22.08227288,1.200082536,0.924245196,879.5942751,1588.305506,165.0240032,57.73279212,252.1310392,4.752209442,0.118390151,17.41912914,501.8540827,9153.801048,26.24239797,19.32952398,0.283090702,0.033071347,107.1611633,1610.092203,360,cyto,NK_act_6n-017,NK_act_6f-018,Activated,D,220303,CD69+,NK-Cells
229,220,287.0185759,388.0816006,2444.932941,71.65904799,1.035520786,22.30650155,738.2079422,4914.761751,71.68239093,22.33483339,1.316940372,0.918368852,968.2445289,1574.452502,138.6235786,100.8458032,223.5116581,4.345726199,0.110072691,16.92279292,511.0968027,7282.827333,31.4166065,24.74897851,1.001044022,0.056789248,138.5046867,2063.059164,323,cyto,NK_act_6n-017,NK_act_6f-018,Activated,D,220303,CD69+,NK-Cells
230,232,460.0887446,333.2145238,2269.29368,74.24186623,1.080927511,116.2380952,402.8622953,2497.996931,80.61378032,18.99106935,1.051808911,0.829380724,836.3660647,771.6052609,211.4126198,69.24811412,267.0404026,6.02024448,0.125303233,149.1637994,350.6845969,2809.188021,12.4334119,11.20080603,0.160451237,0.089263613,188.176134,503.7105961,462,cyto,NK_act_6n-017,NK_act_6f-018,Activated,D,220303,CD69+,NK-Cells
