,Norm_RR,NADH_tm,FAD_tm,NADH_a1,NADH_t1,NADH_t2,FAD_a1,FAD_t1,FAD_t2,Activation,Donor,Cell_Type
80,0.981638796,1119.844514,803.2250956,60.39141111,311.6412222,2352.216667,76.92734444,254.9275556,2680.305556,0,1,0
81,1.023807433,1681.099688,541.7761024,57.06366364,758.3307273,2977.717273,82.74440909,162.0048818,2360.791818,0,1,0
82,0.974168926,1238.953412,622.5424468,53.36245778,302.3356222,2306.804,78.91216,176.6965111,2286.825111,0,1,0
83,0.891043841,1510.369562,592.5021983,64.298425,769.5445,2878.0625,75.0403,120.47245,2055.49,0,1,0
84,0.959172507,1487.312075,596.8133678,51.8457814,500.8232093,2567.983721,78.9054093,183.5620233,2155.777907,0,1,0
85,0.938415287,1309.103863,825.8737743,57.66159474,524.2222105,2402.083684,74.95477368,237.2953684,2616.118421,0,1,0
86,1.071254771,1258.759669,429.9309714,63.0811,448.311,2645.15,86.60123333,97.18526667,2587.263333,0,1,0
87,1.0011423,1195.562195,803.9458014,69.66212647,579.2595294,2621.460588,71.49330588,213.0458529,2349.103824,0,1,0
88,1.049288549,1353.006644,659.8211722,60.9608,442.2156667,2777.385556,79.93874074,172.6645926,2600.264444,0,1,0
89,0.961641037,1354.666891,720.9825756,57.8805375,479.4441875,2561.68125,78.984125,256.72875,2482.849375,0,1,0
90,1.120066997,1249.667285,779.6884114,58.010725,456.0522917,2353.954167,74.55097083,258.5962917,2323.03875,0,1,0
91,0.969876161,1049.880424,548.638196,60.4674,270.256,2246.392,79.82038,135.439,2194.614,0,1,0
92,0.953662066,1288.381009,624.4487115,54.09802,312.5965333,2442.34,78.79045333,193.9852667,2274.046667,0,1,0
93,0.969799806,1248.865718,852.2165012,62.607812,495.83016,2583.8548,79.465328,390.3956,2675.3568,0,1,0
94,1.226569927,999.654784,785.7308057,61.019,287.741,2114.02,75.6114,309.5864667,2310.46,0,1,0
95,0.745079339,1213.22766,821.6504587,57.36542923,368.6825538,2353.487385,71.82836615,184.6125338,2452.134923,0,1,0
96,1.002832753,1418.722306,780.2749186,50.9015122,380.6111463,2499.558049,72.23904878,208.4663537,2299.746341,0,1,0
97,1.106160508,1221.354807,760.5437743,57.76701667,420.7656667,2317.718333,76.52526667,290.4471667,2310.555,0,1,0
98,1.193360261,1223.909714,585.5614889,63.1795,434.3061429,2578.7,80.13334286,175.9945286,2289.968571,0,1,0
99,0.708420291,1265.275991,680.1496905,56.020525,363.9602692,2424.480577,74.71851923,172.29125,2184.187308,0,1,0
100,0.718238283,1262.032677,739.8532028,53.94866,340.428625,2345.62825,74.21336875,181.0670313,2349.826063,0,1,0
101,1.162730923,1088.38009,599.8733175,68.71066087,465.5285978,2450.45163,81.54568587,238.358337,2215.696413,0,1,0
102,0.881941863,1241.113782,873.7538154,55.81690794,300.1475238,2438.358571,69.07718254,233.3374127,2308.606032,0,1,0
103,0.988669848,1356.379614,953.3637235,53.51333529,328.8375294,2542.108235,68.70727647,288.9382882,2417.342353,0,1,0
104,0.786355463,1222.489392,686.2199451,60.50696905,370.5175714,2539.56,79.4450619,244.5611429,2409.628571,0,1,0
105,1.085228703,1225.690087,686.1993588,62.84504167,384.996,2651.61,74.37441667,195.9670417,2115.3275,0,1,0
106,1.270330747,1179.974436,537.012762,58.310325,317.841,2385.7775,79.017825,155.64485,1996.28,0,1,0
107,1.187077989,1210.055334,653.6962666,61.34329333,459.2296,2404.166667,77.51016667,220.4712667,2161.071333,0,1,0
108,1.156045565,1471.614235,518.8398972,55.825725,520.0035,2675.03,78.8487,142.06895,1913.08,0,1,0
109,1.07217261,1133.230621,663.2531088,59.43015667,301.2014667,2356.124,77.91939667,199.2732667,2303.059333,0,1,0
110,1.006743775,1403.372521,803.605339,51.48137907,355.158093,2515.499767,73.88293721,182.4119023,2577.041628,0,1,0
111,1.065555943,1478.622221,739.9587407,44.56894179,355.9179403,2382.459104,73.90978358,181.0361269,2328.394328,0,1,0
112,1.068837139,1116.119394,808.741615,64.20646383,342.4311915,2505.425106,71.84658085,208.3166383,2345.195745,0,1,0
113,1.242716029,986.3401755,550.9605718,67.86157193,397.1908947,2233.952456,83.8415614,254.8428333,2156.136842,0,1,0
114,1.066001248,1556.073408,909.4874627,49.6619,454.0349231,2644.763077,70.10007692,250.4405385,2455.544615,0,1,0
